IL,OL,RPS,test_name,TTFT,Prefill,L_TTFT,L_P95_TTFT,L_P98_TTFT,ITL,E2E,PPS,GPS,Run,MaxRun,Kvcache,MaxKvcache,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,phi,rho,T_prefill,g_dITL_dRPS,h_drho_dRPS,g_acceleration,cond1_service_degradation,h_acceleration,cond2_prefill_interference,cond3_queueing,is_saturated,sqrt_OL,rho_ratio,regime
4000.0,100.0,5.0,4K_100,0.180279483,0.148426965,0.199289502,0.406671149,0.486983786,0.016278708,1.79343579,20722.9275,485.6875,7.238095238,24.5,0.075889394,0.257680372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.101706468351174,11.074557206874157,0.164000775,0.0,0.0,,False,,False,True,False,10.0,1.1074557206874158,scheduler-limited
4000.0,100.0,5.0,4K_100,0.240485548,0.187227491,0.261292235,0.619836581,0.807032988,0.019978217,2.21842043,21349.9825,495.1875,10.23809524,36.0,0.117368577,0.44844841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1104196285384227,12.037387921054217,0.220507331,0.011591762000000002,-0.31400404792132974,0.011591762000000002,True,-0.31400404792132974,False,True,False,10.0,1.2037387921054217,scheduler-limited
4000.0,100.0,6.0,4K_100,0.299901674,0.219137156,0.320068108,0.797238445,1.037159111,0.02787047,3.015773019,24981.4775,588.5,17.92857143,53.5,0.19050205,0.594840962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0820675141108134,10.760553158952828,0.272031204,0.0054182790000000015,-2.263195922283993,-0.0061734830000000004,False,-1.949191874362663,False,False,False,10.0,1.0760553158952828,scheduler-limited
4000.0,100.0,6.0,4K_100,0.248230228,0.196102449,0.281832343,0.622348195,0.799913518,0.025396496,2.759861235,25346.47,594.07,13.04761905,37.0,0.136678488,0.386617533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.086709455902893,9.774191998770224,0.222833732,0.008730937000000001,-2.38505442471018,0.0033126579999999996,True,-0.12185850242618734,False,False,False,10.0,0.9774191998770224,scheduler-limited
4000.0,100.0,7.0,4K_100,0.306555038,0.234043685,0.330614905,0.727168691,0.89873877,0.036601407,3.906284869,28553.22645,659.8546053,23.78690476,55.5,0.249295874,0.581536074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0672499199279415,8.375498734242647,0.269953631,0.03354404,-0.19497386950176931,0.024813102999999996,True,2.190080555208411,False,False,False,10.0,0.8375498734242648,scheduler-limited
4000.0,100.0,7.0,4K_100,0.564604251,0.383838978,0.588274873,1.526913577,1.923265076,0.058940536,6.369250956,29686.7625,679.0475,42.5,94.0,0.46180317,0.995539178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0806231819812429,9.579218129268455,0.505663715,0.05098338599999999,13.180187422371322,0.017439345999999994,True,13.375161291873091,True,False,False,10.0,0.9579218129268454,scheduler-limited
4000.0,100.0,8.0,4K_100,1.88795031,0.497090273,1.961659339,3.828718472,4.205667193,0.087584793,10.20687249,31755.065,726.7075,66.0,101.5,0.691564151,0.988867339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1653703959773019,21.55568615661397,1.800365517,0.025820721000000005,7.311390040924209,-0.025162664999999987,False,-5.868797381447113,False,True,False,10.0,2.155568615661397,prefill-limited
4000.0,100.0,8.0,4K_100,1.43166918,0.492606639,1.519283739,4.22293061,4.686553636,0.084761257,9.617947707,32260.065,735.08,64.88095238,95.0,0.680030662,0.998603569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.134710367379285,16.890608170192664,1.346907923,0.021092815,72.50655461335218,-0.004727906000000004,False,65.19516457242797,True,True,False,10.0,1.6890608170192665,scheduler-limited
4000.0,100.0,9.0,4K_100,10.22245933,1.027328132,10.38018692,20.00699112,20.52040772,0.108677608,20.23959607,32768.39773,753.2704545,86.91304348,105.0,0.907515094,0.998719938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8623520007911845,94.06224076996615,10.113781721999999,0.02618683599999999,94.78788530332743,0.00509402099999999,True,22.28133068997525,True,True,True,10.0,9.406224076996615,prefill-limited
4000.0,100.0,9.0,4K_100,12.39051588,0.72837042,12.91093461,24.63006139,25.87827642,0.110948093,22.33958019,33679.34545,771.8340909,88.95652174,95.5,0.932335481,0.999573313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.013516373823568,111.67849347352009,12.279567787000001,0.0037642199999999987,101.26048459518891,-0.022422615999999992,False,6.472599291861485,True,True,False,10.0,11.167849347352009,prefill-limited
4000.0,100.0,10.0,4K_100,21.96244429,0.663416855,20.82473261,37.42459642,38.0921337,0.112441828,32.32134998,33728.35562,772.8896739,89.23833333,95.0,0.935783876,0.997866563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8744952438873552,195.32272536515507,21.850002462,0.0007944770000000018,77.36302794486144,-0.002969742999999997,False,-23.89745665032747,False,True,False,10.0,19.532272536515507,prefill-limited
4000.0,100.0,10.0,4K_100,21.12398544,0.984419611,20.15543117,35.71823669,36.30432923,0.11174257,31.66538364,32703.52219,771.0853261,91.4025,106.5,0.938594259,0.999495733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.833779788669618,189.04152141838154,21.012242869999998,0.0,0.0,-0.0007944770000000018,False,-77.36302794486144,False,True,False,10.0,18.904152141838154,prefill-limited
